dateString,Accounting,Administrative Assistance,Architecture,Arts & Entertainment,Banking & Finance,Childcare,Civil Engineering,Cleaning & Sanitation,Community & Social Service,Construction,Customer Service,Data & Analytics,Dental,Driving,Education & Instruction,Electrical Engineering,Food Preparation & Service,Headline,Hospitality & Tourism,Human Resources,"IT Infrastructure, Operations & Support",IT Systems & Solutions,Industrial Engineering,Installation & Maintenance,Legal,Loading & Stocking,Logistic Support,Management,Marketing,Media & Communications,Medical Information,Medical Technician,Nursing,Personal Care & Home Health,Pharmacy,Physicians & Surgeons,Production & Manufacturing,Project Management,Retail,Sales,Scientific Research & Development,Security & Public Safety,Software Development,Sports,Therapy,Veterinary
2024-01-22,137.52,121.89,108.4,92.49,92.88,132.64,181.46,119.43,137.45,144.24,98.65,71.99,151.58,145.08,140.88,142.19,117.57,120.08,102.54,100.15,83.26,79.16,110.41,131.77,125.92,119.19,129.89,114.7,81.16,83.31,119.78,151.32,136.1,162.56,165.64,185.6,134.61,116.08,109.82,94.03,104.37,131.39,70.18,150.74,183.32,143.76
2024-01-23,137.56,121.91,108.54,92.52,93.04,132.76,181.77,119.43,137.63,144.29,98.58,72.02,151.93,145.32,140.97,142.32,117.56,120.15,103.02,100.36,83.35,79.17,110.57,131.96,126.05,119.03,130.34,114.76,81.39,83.38,119.71,151.33,136.12,162.47,165.75,185.88,134.64,116.19,109.63,94.16,104.53,131.61,70.32,150.87,183.54,143.98
2024-01-24,137.61,121.88,108.67,92.63,93.04,133.01,182.02,119.41,137.83,144.4,98.3,72.12,152.56,145.4,141.11,142.39,117.35,120.12,103.16,100.58,83.51,79.15,110.74,132.12,126.24,118.82,130.68,114.76,81.67,83.33,119.67,151.32,136.09,162.44,164.64,186.06,134.57,116.31,108.96,94.22,104.58,131.69,70.5,151.13,183.67,143.72
2024-01-25,137.76,121.91,108.99,92.85,93.01,133.39,182.73,119.38,138.04,144.63,98.04,72.22,153.0,145.46,141.36,142.61,117.13,120.11,103.33,100.9,83.61,79.19,110.94,132.29,126.51,118.65,130.99,114.8,81.86,83.34,119.6,151.25,136.0,162.44,163.86,186.02,134.53,116.46,108.33,94.24,104.73,131.74,70.59,151.38,183.88,143.48
2024-01-26,137.9,121.93,109.35,93.11,92.96,133.87,183.59,119.39,138.3,144.88,97.95,72.17,153.33,145.53,141.64,142.84,116.85,120.1,103.79,101.22,83.72,79.33,111.07,132.51,126.91,118.41,130.97,114.68,81.99,83.55,119.63,151.27,135.97,162.64,162.88,186.05,134.56,116.66,107.84,94.26,104.89,131.72,70.62,151.68,184.15,143.34
2024-01-27,138.0,122.01,109.75,93.37,93.02,134.47,184.49,119.44,138.55,145.26,98.11,72.28,153.79,145.59,141.97,143.21,116.73,120.18,104.22,101.53,83.91,79.58,111.32,132.7,127.4,118.21,131.06,114.63,82.13,83.87,119.63,151.3,135.88,162.88,161.92,186.04,134.69,117.03,107.81,94.28,105.18,131.7,70.79,152.01,184.44,143.24
2024-01-28,138.02,122.08,110.04,93.55,92.95,135.09,185.0,119.43,138.79,145.6,98.26,72.39,154.15,145.82,142.29,143.5,116.56,120.23,104.67,101.84,84.13,79.78,111.58,132.88,127.9,117.99,131.15,114.66,82.3,84.13,119.67,151.36,135.79,163.08,160.29,186.01,134.74,117.3,107.63,94.28,105.38,131.67,71.03,152.34,184.64,143.0
2024-01-29,138.09,122.11,110.35,93.83,92.89,135.68,185.57,119.41,139.04,145.92,98.4,72.52,154.47,146.08,142.61,143.78,116.4,120.3,105.07,102.1,84.36,79.96,111.73,133.0,128.39,117.83,131.27,114.7,82.46,84.33,119.69,151.39,135.72,163.24,159.21,185.96,134.76,117.56,107.56,94.25,105.57,131.62,71.24,152.66,184.86,142.74
2024-01-30,138.2,122.13,110.64,94.25,92.95,136.41,185.96,119.33,139.24,146.08,98.53,72.66,154.69,146.32,142.94,144.02,116.25,120.34,105.13,102.27,84.6,80.08,111.87,133.05,128.82,117.63,131.15,114.7,82.57,84.7,119.72,151.46,135.6,163.36,157.6,185.93,134.85,117.86,107.54,94.18,105.77,131.56,71.44,153.0,185.08,142.53
2024-01-31,138.17,122.22,110.91,94.46,93.04,137.23,186.43,119.23,139.36,146.34,98.67,72.72,154.77,146.7,143.24,144.28,116.23,120.42,105.21,102.4,84.81,80.22,112.02,133.1,129.2,117.38,131.15,114.71,82.61,85.01,119.67,151.47,135.49,163.45,157.75,185.9,134.94,118.13,107.71,94.16,105.9,131.66,71.52,153.35,185.33,142.51
2024-02-01,137.99,122.22,111.17,94.62,92.96,137.89,186.68,119.06,139.35,146.58,98.72,72.9,154.82,150.26,143.45,144.8,116.12,120.49,105.28,102.35,84.97,80.35,112.04,133.09,129.49,116.95,131.96,114.57,82.73,85.2,119.58,151.41,135.4,163.45,156.9,185.99,134.99,118.41,107.35,94.15,105.95,131.62,71.73,153.51,185.45,139.09
2024-02-02,137.82,122.23,111.37,94.85,92.91,138.46,186.76,118.88,139.34,146.93,98.67,73.12,154.76,149.76,143.68,145.43,115.95,120.48,105.38,102.46,85.08,80.48,112.06,133.1,129.7,116.93,130.89,114.73,82.97,85.5,119.45,151.28,135.28,163.37,156.36,185.99,135.01,118.67,107.21,94.18,106.0,131.75,72.01,153.67,185.59,139.07
2024-02-03,137.72,122.36,111.53,95.04,92.82,139.05,186.92,118.83,139.38,147.22,98.48,73.26,154.46,149.9,143.9,146.01,115.76,120.51,105.53,102.55,85.14,80.53,112.08,133.14,129.84,116.94,129.78,114.93,83.2,85.48,119.41,151.25,135.32,163.34,155.97,186.1,135.01,118.86,107.01,94.23,105.99,131.89,72.15,153.82,185.74,139.07
2024-02-04,137.63,122.45,111.66,95.28,92.85,139.62,187.03,118.78,139.41,147.51,98.28,73.37,154.15,149.96,144.09,146.6,115.57,120.51,105.62,102.6,85.19,80.59,112.11,133.15,129.9,117.02,128.95,115.01,83.39,85.72,119.33,151.15,135.31,163.22,155.69,186.13,135.03,119.01,106.86,94.29,105.95,132.01,72.25,153.91,185.91,139.06
2024-02-05,137.48,122.54,111.74,95.49,92.85,140.17,187.04,118.74,139.45,147.79,98.04,73.4,153.81,150.07,144.24,147.09,115.23,120.47,105.74,102.61,85.2,80.58,112.11,133.15,129.95,117.06,127.87,114.98,83.55,86.04,119.25,151.07,135.32,163.21,155.18,186.16,135.03,119.14,106.65,94.36,105.89,132.05,72.3,153.99,186.12,139.03
2024-02-06,137.3,122.6,111.88,95.57,92.79,140.45,187.06,118.73,139.51,148.18,97.82,73.3,153.57,150.16,144.38,147.53,115.01,120.45,105.71,102.6,85.19,80.57,112.08,133.16,130.03,117.09,126.96,115.05,83.64,86.22,119.13,150.92,135.39,163.29,154.77,186.08,134.99,119.16,106.38,94.38,105.82,132.18,72.37,154.13,186.32,139.13
2024-02-07,137.26,122.74,112.1,95.85,92.86,140.6,187.18,118.82,139.69,148.58,97.86,73.28,153.4,150.31,144.63,148.05,114.98,120.53,105.73,102.63,85.17,80.6,112.16,133.16,130.24,117.18,126.05,115.2,83.81,86.66,119.15,150.89,135.54,163.38,154.4,185.87,135.02,119.29,106.48,94.31,105.9,132.38,72.56,154.28,186.62,139.34
2024-02-08,137.3,122.99,112.4,96.11,93.0,140.91,187.48,119.01,139.94,149.04,97.99,73.13,153.4,147.84,144.97,148.19,114.96,120.62,105.77,102.73,85.18,80.61,112.26,133.22,130.49,117.5,124.42,115.39,83.92,87.13,119.23,151.0,135.68,163.52,154.69,185.93,135.12,119.45,107.12,94.25,105.98,132.78,72.66,154.52,186.98,142.95
2024-02-09,137.34,123.22,112.49,96.37,93.16,141.05,187.08,119.22,140.12,149.35,98.02,73.11,153.56,149.48,145.3,148.11,115.15,120.8,105.85,102.7,85.23,80.69,112.4,133.2,130.75,117.47,124.77,115.54,83.96,87.42,119.29,151.05,135.78,163.59,154.84,186.03,135.16,119.58,107.46,94.18,106.04,133.11,72.81,154.73,187.08,143.18
2024-02-10,137.22,123.27,112.68,96.55,95.34,141.01,186.96,119.34,140.27,149.6,97.97,72.98,153.79,150.37,145.58,147.94,115.12,120.84,105.91,102.54,85.27,80.71,112.44,133.07,130.93,117.37,125.2,115.37,84.0,87.87,119.24,150.99,135.78,163.56,154.82,185.91,135.11,119.71,107.14,94.07,106.11,133.47,72.91,154.86,187.39,143.4
2024-02-11,137.08,123.33,112.86,96.6,97.45,140.96,186.98,119.47,140.44,149.85,97.9,72.88,154.03,151.25,145.85,147.83,115.09,120.88,105.97,102.42,85.31,80.78,112.5,132.96,131.16,117.2,125.13,115.18,84.05,88.11,119.22,150.98,135.84,163.65,155.19,185.87,135.09,119.87,106.77,93.96,106.16,133.82,73.03,155.03,187.64,143.6
2024-02-12,137.0,123.43,113.04,96.78,99.54,140.54,186.96,119.59,140.61,150.14,97.89,72.85,154.26,152.06,146.23,147.75,115.36,121.01,106.05,102.41,85.38,80.89,112.6,132.9,131.39,117.05,125.46,115.25,84.12,88.34,119.21,150.97,135.93,163.69,155.27,185.82,135.08,120.05,106.46,93.84,106.24,134.34,73.19,155.18,187.94,143.82
2024-02-13,136.9,123.53,113.15,96.91,101.56,140.24,186.89,119.71,140.77,150.26,97.85,72.88,154.45,152.73,146.68,147.66,115.36,121.09,106.14,102.46,85.38,81.05,112.72,132.92,131.56,116.98,125.6,115.03,84.25,88.61,119.17,150.97,135.97,163.63,155.81,185.64,135.07,120.27,106.28,93.82,106.28,134.84,73.32,155.17,188.27,143.99
2024-02-14,136.73,123.59,113.35,97.19,103.63,139.95,186.56,119.78,140.83,150.38,97.91,72.93,154.73,153.2,147.03,147.47,115.5,121.2,106.21,102.49,85.43,81.2,112.76,132.97,131.55,117.0,125.9,114.96,84.35,88.78,119.2,150.94,135.97,163.46,155.91,185.51,135.06,120.44,106.24,93.88,106.28,135.19,73.43,155.12,188.44,144.16
2024-02-15,136.53,123.59,113.43,97.38,105.81,139.6,186.15,119.77,140.84,150.47,97.93,73.0,153.94,152.99,147.5,146.89,115.51,121.22,106.25,102.57,85.43,81.31,112.84,132.96,131.59,117.09,126.09,114.85,84.53,88.89,119.11,150.77,135.88,163.28,155.89,185.04,134.98,120.6,106.07,93.93,106.31,135.48,73.5,155.13,188.47,144.34
2024-02-16,136.28,123.64,113.67,97.09,108.0,139.42,186.59,119.82,140.92,150.65,97.92,73.03,153.23,152.62,148.01,146.32,115.26,121.21,106.25,102.73,85.29,81.34,112.86,133.03,131.58,117.12,126.34,114.6,84.72,89.01,119.05,150.68,135.8,163.23,155.81,184.77,134.95,120.79,105.87,93.96,106.41,135.76,73.49,155.09,188.71,144.56
2024-02-17,135.65,123.36,113.51,96.49,107.22,139.37,186.18,119.72,140.69,150.64,97.57,72.72,152.41,152.24,148.19,145.16,115.04,120.96,105.88,102.58,84.82,81.04,112.37,132.75,131.36,116.76,125.87,114.3,84.58,88.58,118.6,150.2,135.45,163.18,155.58,183.94,134.45,120.62,106.09,93.72,105.83,135.65,73.28,154.89,188.54,144.59
2024-02-18,135.52,123.44,113.64,96.34,107.27,139.37,186.18,119.85,140.7,150.94,97.59,72.83,151.92,151.87,148.76,144.6,115.35,121.1,105.97,102.87,84.64,81.04,112.5,132.86,131.65,116.95,126.1,114.52,84.72,88.73,118.61,150.14,135.37,163.23,155.51,183.75,134.48,120.83,106.7,93.79,105.9,135.87,73.34,154.86,188.66,144.81
2024-02-19,135.42,123.51,113.71,96.09,107.39,139.7,186.22,119.98,140.68,151.2,97.59,72.93,151.46,151.5,149.26,144.03,115.53,121.19,106.01,103.14,84.47,81.05,112.72,132.92,131.93,117.14,126.29,114.58,84.85,88.93,118.6,150.04,135.23,163.28,155.45,183.6,134.54,121.04,107.25,93.89,105.94,136.01,73.41,154.85,188.71,145.06
2024-02-20,135.26,123.55,113.88,96.21,107.43,139.88,186.21,120.17,140.59,151.62,97.61,73.04,151.05,151.13,149.56,143.4,115.89,121.3,106.18,103.26,84.37,80.95,112.72,132.94,132.12,117.24,126.63,114.83,84.93,89.14,118.64,149.96,135.11,163.37,155.35,183.55,134.58,121.01,107.69,93.92,106.05,136.09,73.43,154.8,188.68,145.22
2024-02-21,135.03,123.58,114.05,96.17,107.53,140.09,186.42,120.38,140.57,152.01,97.5,73.15,150.64,150.75,149.95,142.82,116.1,121.34,106.37,103.42,84.23,80.78,112.67,132.95,132.46,117.24,126.86,114.93,85.0,89.29,118.53,149.84,134.96,163.57,155.18,183.49,134.61,121.1,107.63,93.98,106.12,136.27,73.42,154.86,188.69,145.37
2024-02-22,134.83,123.6,114.22,96.29,105.44,140.39,186.61,120.75,140.62,152.18,97.46,73.23,151.21,150.38,150.19,142.47,116.55,121.29,106.56,103.44,84.16,80.58,112.49,133.01,132.76,117.23,127.16,114.69,85.01,89.43,118.53,149.84,134.97,163.85,154.98,183.57,134.66,121.1,107.49,93.8,106.08,136.33,73.37,153.08,188.86,145.44
2024-02-23,134.69,123.65,114.55,96.87,103.3,140.79,186.72,121.18,140.75,152.51,97.53,73.3,151.75,150.01,150.43,142.29,117.22,121.3,106.85,103.53,84.21,80.41,112.39,133.1,133.15,117.33,127.43,114.47,84.99,89.55,118.64,149.85,135.01,164.28,154.84,183.2,134.79,121.15,107.34,93.71,106.14,136.46,73.32,151.32,189.07,145.56
2024-02-24,135.12,124.11,115.32,97.84,102.15,141.27,187.32,121.83,141.25,153.14,98.01,73.73,152.35,149.64,151.07,142.84,118.09,121.65,107.59,103.98,84.65,80.66,112.87,133.6,133.81,117.85,128.32,114.53,85.33,90.18,119.25,150.34,135.4,164.78,154.78,183.58,135.56,121.63,107.22,93.93,106.85,136.99,73.62,149.75,189.48,145.96
2024-02-25,135.13,124.22,115.81,98.4,100.2,141.72,187.47,122.28,141.56,153.47,98.14,73.77,152.7,149.26,151.38,142.73,118.44,121.61,107.92,103.96,84.8,80.59,112.71,133.73,133.97,117.84,128.71,114.08,85.37,90.21,119.36,150.39,135.51,165.13,154.63,183.26,135.79,121.74,106.77,93.81,106.97,137.17,73.62,147.98,189.75,146.23
2024-02-26,135.08,124.36,116.31,98.97,98.2,142.19,187.38,122.74,141.87,153.76,98.29,73.8,153.07,148.89,151.7,142.59,118.91,121.56,108.27,103.96,84.93,80.52,112.43,133.87,134.12,117.85,128.64,113.68,85.4,90.17,119.5,150.47,135.64,165.49,154.45,182.89,136.02,121.81,106.36,93.68,107.08,137.35,73.59,146.21,190.0,146.46
2024-02-27,135.09,124.48,116.8,98.9,96.33,142.87,187.47,123.21,142.2,154.04,98.43,73.84,153.22,148.52,152.17,142.54,119.35,121.5,108.6,104.04,85.02,80.49,112.35,133.99,134.33,117.89,128.42,113.25,85.45,90.09,119.53,150.51,135.68,165.8,154.13,182.5,136.23,122.06,105.95,93.55,107.19,137.54,73.61,144.57,190.34,146.58
2024-02-28,135.14,124.6,117.07,98.89,94.37,143.6,187.51,123.64,142.52,154.37,98.59,73.83,153.3,148.15,152.62,142.47,119.82,121.47,108.93,104.11,85.17,80.56,112.29,134.13,134.42,118.07,128.57,112.84,85.58,90.06,119.55,150.58,135.77,166.17,153.69,182.32,136.45,122.19,105.91,93.38,107.33,137.56,73.63,142.83,190.76,146.78
2024-02-29,135.17,124.8,117.4,98.79,94.87,144.54,187.55,124.06,142.88,154.95,98.78,73.9,153.42,147.77,153.19,142.34,120.05,121.67,109.33,104.31,85.34,80.71,112.37,134.31,134.59,118.28,128.91,112.96,85.71,89.94,119.56,150.68,135.83,166.42,152.23,182.23,136.81,122.35,105.9,93.53,107.6,137.69,73.7,142.89,191.25,147.14
2024-03-01,135.08,124.79,117.48,98.59,95.36,145.12,187.47,124.22,143.11,155.16,98.75,73.87,153.36,147.4,153.72,142.16,119.89,121.61,109.28,104.3,85.55,80.82,112.31,134.28,134.46,118.29,128.63,112.83,85.8,89.74,119.35,150.63,135.82,166.51,150.64,182.24,136.91,122.43,105.71,93.55,107.68,137.72,73.75,142.87,191.73,147.28
2024-03-02,134.69,124.64,117.25,98.16,95.46,145.63,187.13,124.28,143.16,155.19,98.71,73.77,153.3,147.03,154.18,141.73,119.93,121.53,109.23,104.26,85.65,80.76,111.95,134.16,134.11,118.26,128.44,112.9,85.7,89.15,118.96,150.4,135.71,166.58,149.07,181.85,136.76,122.33,105.54,93.45,107.63,137.75,73.59,142.83,192.15,147.31
2024-03-03,134.41,124.56,117.11,97.92,95.51,146.18,187.02,124.41,143.21,155.35,98.74,73.69,153.25,146.66,154.68,141.36,119.97,121.51,109.19,104.34,85.78,80.69,111.7,134.14,133.89,118.39,128.34,113.05,85.68,88.94,118.77,150.32,135.67,166.65,147.44,181.78,136.76,122.26,105.58,93.46,107.61,137.91,73.51,142.79,192.57,147.35
2024-03-04,134.18,124.5,117.03,97.53,95.79,146.76,187.17,124.56,143.29,155.6,98.78,73.68,153.26,145.65,155.16,141.21,119.8,121.52,109.16,104.48,85.97,80.7,111.53,134.17,133.72,118.5,128.68,113.11,85.7,88.7,118.59,150.26,135.68,166.75,145.88,181.73,136.8,122.26,105.4,93.49,107.63,138.12,73.48,142.82,193.01,147.44
2024-03-05,133.98,124.5,116.8,97.35,95.71,147.31,187.22,124.74,143.37,155.85,98.85,73.64,153.45,145.35,155.65,141.07,119.85,121.59,109.42,104.59,86.2,80.75,111.36,134.27,133.57,118.63,129.32,113.34,85.71,88.51,118.52,150.2,135.67,166.94,144.46,181.7,136.84,122.29,105.55,93.52,107.56,138.41,73.45,142.84,193.38,147.14
2024-03-06,133.84,124.47,116.59,97.11,95.6,147.69,187.19,124.99,143.45,156.15,98.99,73.67,153.64,145.4,156.13,140.86,119.87,121.72,109.68,104.57,86.3,80.75,111.13,134.41,133.35,118.75,129.66,113.86,85.69,88.27,118.56,150.15,135.63,166.96,143.24,181.59,136.95,122.23,105.89,93.81,107.4,138.87,73.44,142.96,193.77,146.71
2024-03-07,133.77,124.45,116.38,96.92,95.55,147.94,187.19,125.21,143.48,156.43,99.08,73.73,153.75,145.65,156.58,140.93,120.2,121.87,109.91,104.56,86.37,80.76,110.89,134.54,133.15,118.88,129.81,114.46,85.61,88.14,118.63,150.04,135.58,167.15,143.08,181.64,136.99,122.19,106.47,94.04,107.29,139.32,73.43,143.08,194.12,146.28
2024-03-08,133.82,124.54,116.2,96.89,95.52,148.65,187.06,125.63,143.56,156.92,99.4,73.82,154.05,146.05,157.1,140.94,120.84,122.2,110.5,104.63,86.32,80.79,110.65,134.85,133.2,119.15,130.64,115.3,85.57,88.13,118.76,150.0,135.56,167.29,141.41,181.75,137.22,122.09,107.06,94.36,107.21,139.75,73.43,143.2,194.38,145.6
2024-03-09,134.09,124.76,116.29,97.1,95.65,149.42,187.48,126.1,143.8,157.65,99.71,74.0,154.44,146.67,157.73,141.18,121.22,122.57,111.16,104.76,86.38,80.96,110.61,135.26,133.43,119.56,131.36,115.95,85.74,88.57,119.1,150.19,135.61,167.42,141.19,182.37,137.7,122.16,107.75,94.79,107.26,140.25,73.56,143.34,194.73,144.9
2024-03-10,134.27,124.92,116.38,97.18,95.95,150.19,187.68,126.55,144.02,158.31,99.96,74.08,154.84,147.41,158.29,141.38,121.57,122.88,111.74,104.82,86.38,81.22,110.48,135.6,133.56,119.79,131.95,116.57,85.83,88.65,119.25,150.28,135.6,167.61,141.0,182.75,138.01,122.12,108.23,95.14,107.25,140.67,73.62,143.51,195.08,144.38
2024-03-11,134.39,125.01,116.34,97.38,95.95,150.93,187.47,126.93,144.2,158.89,100.18,74.08,155.17,148.73,158.79,141.3,122.0,123.15,112.29,104.78,86.3,81.36,110.29,135.87,133.54,120.02,132.31,117.2,85.9,88.74,119.37,150.33,135.55,167.74,140.71,183.08,138.28,121.92,108.87,95.46,107.13,140.87,73.65,143.6,195.41,143.76
2024-03-12,134.45,125.06,116.3,97.64,96.4,151.65,187.28,127.24,144.41,159.39,100.33,74.0,155.4,149.34,159.32,141.09,122.26,123.38,112.61,104.7,86.11,81.42,109.98,136.04,133.61,120.2,132.53,117.66,85.97,88.81,119.48,150.45,135.61,167.8,140.51,183.51,138.54,121.73,109.29,95.81,107.09,141.14,73.63,143.66,195.74,143.73
2024-03-13,134.47,125.15,116.33,97.83,96.99,152.29,187.07,127.56,144.71,159.81,100.44,73.9,155.6,149.79,159.73,141.01,122.59,123.56,112.86,104.71,85.92,81.47,109.7,136.23,133.77,120.45,132.82,117.74,85.96,88.96,119.61,150.6,135.71,168.0,140.3,184.01,138.74,121.58,109.56,95.94,107.13,141.45,73.63,143.66,196.03,143.74
2024-03-14,134.39,125.17,116.15,98.02,97.14,152.93,186.68,127.77,144.96,160.07,100.53,73.68,155.72,150.14,160.05,140.85,122.82,123.66,112.75,104.64,85.65,81.49,109.4,136.35,133.82,120.61,133.02,117.69,85.98,89.09,119.62,150.64,135.7,168.01,140.09,184.12,138.98,121.41,109.77,96.04,107.06,141.78,73.62,145.52,196.12,143.62
2024-03-15,134.3,125.21,116.07,98.11,97.36,152.35,186.49,127.97,145.27,160.25,100.58,73.5,155.69,150.44,160.37,140.8,123.07,123.82,112.58,104.68,85.52,81.42,109.19,136.51,133.83,120.87,133.91,117.67,85.99,89.15,119.83,150.82,135.77,168.03,141.42,184.55,139.21,121.3,110.14,96.2,107.08,142.06,73.62,147.43,196.38,144.67
2024-03-16,131.66,125.14,115.83,97.95,97.42,151.76,185.93,128.12,145.4,160.21,100.55,73.24,155.6,150.71,160.54,140.49,123.25,123.79,112.39,104.58,85.3,81.23,108.89,136.42,134.03,120.94,134.92,117.57,85.87,88.72,119.78,150.7,135.65,168.0,139.98,184.6,139.15,121.07,110.32,96.22,106.92,142.24,73.55,149.3,196.51,145.63
2024-03-17,129.06,125.11,115.54,97.89,97.55,151.25,185.39,128.34,145.6,160.22,100.57,73.07,155.58,151.02,160.84,140.27,123.55,123.84,112.31,104.55,85.17,81.04,108.66,136.42,134.34,121.15,136.09,117.55,85.83,88.64,119.88,150.61,135.49,168.01,139.72,184.81,139.21,121.0,110.55,96.38,106.91,142.5,73.55,151.26,196.67,146.59
2024-03-18,126.51,125.15,115.37,97.88,97.73,150.76,185.23,128.6,145.83,160.31,100.62,72.96,155.59,151.47,161.24,140.16,123.73,123.9,112.27,104.54,85.08,80.89,108.49,136.47,134.79,121.43,137.7,117.49,85.81,88.62,119.98,150.49,135.31,168.01,138.15,185.01,139.32,121.06,110.76,96.57,106.99,142.95,73.56,153.23,196.89,147.57
2024-03-19,123.93,125.18,115.25,97.9,97.79,150.24,184.77,128.82,146.04,160.51,100.7,72.93,155.68,152.66,161.58,139.96,123.9,123.99,112.46,104.57,85.02,80.72,108.33,136.57,135.01,121.72,139.25,117.53,85.79,88.57,119.93,150.29,135.04,167.85,137.94,185.24,139.33,121.1,111.04,96.73,106.99,143.15,73.56,155.18,197.08,148.48
2024-03-20,121.36,125.15,115.16,97.98,97.68,149.65,184.32,128.95,146.1,160.69,100.8,72.78,156.21,153.8,161.98,139.69,124.13,124.04,112.62,104.6,84.91,80.56,108.2,136.6,135.22,121.93,140.74,117.55,85.78,88.52,119.84,150.11,134.8,167.63,136.49,185.42,139.3,121.08,111.18,96.86,106.96,143.11,73.4,157.17,197.37,149.43
2024-03-21,118.82,125.1,115.17,97.97,97.54,148.93,184.0,129.18,146.17,160.98,100.9,72.68,156.84,155.01,162.44,139.51,124.29,124.1,113.11,104.64,84.81,80.32,108.03,136.71,135.43,122.22,142.34,117.63,85.8,88.48,119.83,150.01,134.65,167.48,136.26,185.52,139.22,121.09,111.33,96.96,106.89,143.06,73.2,157.44,197.7,150.45
2024-03-22,116.33,125.03,115.25,97.49,97.49,149.06,183.7,129.36,146.1,161.4,100.97,72.61,157.65,155.48,162.77,139.39,124.43,124.09,113.72,104.59,84.62,80.22,107.85,136.72,135.83,122.34,142.79,117.63,85.86,88.47,119.63,149.8,134.42,167.38,135.21,185.69,139.07,121.07,111.34,96.97,106.77,143.12,73.02,157.66,198.02,150.73
2024-03-23,116.37,125.14,115.5,97.29,97.87,149.17,183.55,129.54,146.26,161.94,101.15,72.57,158.48,156.38,163.32,139.57,124.65,124.28,114.21,104.67,84.53,80.32,107.89,136.96,136.1,122.69,143.49,117.75,86.01,88.96,119.66,149.87,134.4,167.36,136.56,186.27,139.25,121.08,111.59,97.09,106.82,143.26,72.96,158.0,198.43,151.05
2024-03-24,116.24,125.03,115.59,96.89,97.97,149.19,182.96,129.63,146.08,162.24,101.29,72.43,159.2,157.18,163.39,139.59,124.85,124.33,114.65,104.55,84.3,80.28,107.75,137.0,135.88,123.0,143.75,117.78,86.07,88.96,119.47,149.85,134.38,167.26,136.71,186.5,139.3,120.94,111.79,97.12,106.61,142.67,72.81,158.21,198.84,151.25
2024-03-25,116.22,125.05,115.82,96.85,98.19,149.28,182.72,129.76,146.15,162.73,101.42,72.37,159.97,157.9,163.76,139.69,125.14,124.49,115.2,104.58,84.17,80.31,107.68,137.16,135.99,123.25,144.03,117.91,86.14,89.04,119.37,149.91,134.42,167.24,138.13,186.82,139.36,120.87,112.03,97.17,106.5,142.69,72.7,158.64,199.21,151.48
2024-03-26,116.21,125.1,115.92,96.67,98.51,149.42,182.58,129.86,146.21,163.09,101.53,72.3,160.78,157.94,164.11,139.66,125.39,124.6,115.31,104.6,84.11,80.44,107.64,137.3,136.27,123.48,144.24,118.01,86.21,89.16,119.38,150.0,134.48,167.4,138.15,186.99,139.49,120.78,112.17,97.17,106.37,142.79,72.62,159.11,199.64,151.6
2024-03-27,116.2,125.18,116.14,96.53,99.02,149.73,182.87,130.05,146.29,163.38,101.53,72.24,161.07,158.03,164.44,140.11,125.48,124.7,115.65,104.64,84.17,80.61,107.61,137.39,136.6,123.68,144.49,118.15,86.27,89.21,119.37,149.99,134.44,167.53,138.27,187.07,139.56,120.78,112.34,97.2,106.24,143.0,72.63,159.48,199.84,151.74
2024-03-28,116.12,125.25,116.42,96.6,99.58,149.94,183.09,130.18,146.33,163.54,101.48,72.23,161.15,158.32,164.67,140.34,125.59,124.77,115.94,104.63,84.23,80.79,107.65,137.4,136.9,123.85,144.76,118.16,86.32,89.29,119.26,149.92,134.34,167.57,136.67,187.26,139.59,120.73,112.47,97.24,106.15,143.06,72.71,159.68,200.08,151.81
2024-03-29,116.07,125.32,116.58,96.99,99.66,150.2,183.31,130.3,146.45,163.68,101.54,72.3,161.21,158.99,165.01,140.52,125.7,124.88,116.18,104.61,84.35,80.99,107.72,137.45,136.92,124.1,145.39,118.26,86.33,89.41,119.2,149.93,134.28,167.56,136.22,187.34,139.64,120.69,112.71,97.29,106.08,143.15,72.82,159.92,200.16,151.91
2024-03-30,115.96,125.3,116.63,97.32,99.5,150.25,183.47,130.4,146.38,163.69,101.55,72.38,161.24,159.3,165.18,140.42,125.71,124.92,116.47,104.48,84.35,80.91,107.71,137.45,136.82,124.17,145.38,118.27,86.26,89.37,119.07,149.85,134.12,167.47,134.89,187.32,139.61,120.63,112.81,97.6,106.04,142.98,72.85,160.06,200.19,151.91
2024-03-31,115.89,125.4,116.72,97.63,99.71,150.31,184.03,130.46,146.55,163.84,101.5,72.48,161.28,159.6,165.59,140.34,125.68,124.95,116.7,104.38,84.39,80.93,107.63,137.48,137.02,124.15,145.62,118.24,86.24,89.39,118.89,149.78,133.97,167.4,133.13,187.36,139.42,120.57,112.79,97.85,106.03,143.37,72.87,160.18,200.1,151.97
2024-04-01,115.59,125.25,116.53,97.48,99.64,150.2,184.02,130.42,146.35,163.6,101.39,72.31,161.19,158.47,165.6,140.2,125.61,124.77,116.74,104.03,84.27,80.64,107.4,137.3,136.74,124.07,143.77,117.95,86.15,89.2,118.61,149.6,133.74,167.26,131.49,187.29,139.05,120.18,112.65,98.02,105.86,143.04,72.69,159.98,199.95,151.88
